id,nama_gambar,aktivitas,warna_dominan,hijab,undertone
0096,img0096.jpg,dinner,beige,tidak,neutral
0097,img0097.jpg,dinner,beige,ya,neutral
0098,img0098.jpg,dinner,beige,tidak,neutral
0099,img0099.jpg,dinner,beige,ya,neutral
0100,img0100.jpg,dinner,beige,ya,neutral
0101,img0101.jpg,dinner,beige,ya,neutral
0102,img0102.jpg,dinner,beige,tidak,neutral
0103,img0103.jpg,dinner,beige,tidak,neutral
0104,img0104.jpg,dinner,beige,ya,neutral
0105,img0105.jpg,dinner,beige,ya,neutral
0106,img0106.jpg,dinner,beige,ya,neutral
0107,img0107.jpg,dinner,beige,tidak,neutral
0108,img0108.jpg,dinner,beige,ya,neutral
0109,img0109.jpg,dinner,beige,ya,neutral
0110,img0110.jpg,dinner,beige,ya,neutral
0111,img0111.jpg,dinner,beige,ya,neutral
0112,img0112.jpg,dinner,beige,tidak,neutral
0113,img0113.jpg,dinner,beige,ya,neutral
0114,img0114.jpg,dinner,beige,ya,neutral
0115,img0115.jpg,dinner,beige,ya,neutral
0116,img0116.jpg,dinner,beige,tidak,neutral
0117,img0117.jpg,dinner,beige,ya,neutral
0118,img0118.jpg,dinner,beige,tidak,neutral
0119,img0119.jpg,dinner,beige,ya,neutral
0120,img0120.jpg,dinner,beige,ya,neutral
0121,img0121.jpg,dinner,beige,ya,neutral
0122,img0122.jpg,dinner,beige,ya,neutral
0123,img0123.jpg,dinner,beige,ya,neutral
0124,img0124.jpg,dinner,beige,ya,neutral
0125,img0125.jpg,dinner,beige,tidak,neutral
0126,img0126.jpg,dinner,beige,ya,neutral
0127,img0127.jpg,dinner,beige,ya,neutral
0128,img0128.jpg,dinner,beige,ya,neutral
0129,img0129.jpg,dinner,beige,ya,neutral
0130,img0130.jpg,dinner,beige,ya,neutral
0131,img0131.jpg,dinner,beige,ya,neutral
0132,img0132.jpg,dinner,beige,ya,neutral
0135,img0135.jpg,dinner,beige,tidak,neutral
0137,img0137.jpg,dinner,beige,tidak,neutral
0138,img0138.jpg,dinner,beige,tidak,neutral
0139,img0139.jpg,dinner,beige,tidak,neutral
0140,img0140.jpg,dinner,beige,ya,neutral
0141,img0141.jpg,dinner,beige,tidak,neutral
0143,img0143.jpg,dinner,beige,ya,neutral
0145,img0145.jpg,dinner,beige,ya,neutral
0146,img0146.jpg,dinner,beige,ya,neutral
0148,img0148.jpg,gym_to_caffe,beige,tidak,neutral
0149,img0149.jpg,gym_to_caffe,beige,tidak,neutral
0150,img0150.jpg,gym_to_caffe,beige,tidak,neutral
0151,img0151.jpg,gym_to_caffe,beige,tidak,neutral
0152,img0152.jpg,gym_to_caffe,beige,tidak,neutral
0153,img0153.jpg,gym_to_caffe,beige,tidak,neutral
0154,img0154.jpg,gym_to_caffe,beige,tidak,neutral
0155,img0155.jpg,gym_to_caffe,beige,tidak,neutral
0156,img0156.jpg,gym_to_caffe,beige,tidak,neutral
0157,img0157.jpg,gym_to_caffe,beige,tidak,neutral
0158,img0158.jpg,gym_to_caffe,beige,tidak,neutral
0159,img0159.jpg,gym_to_caffe,beige,tidak,neutral
0160,img0160.jpg,gym_to_caffe,beige,tidak,neutral
0161,img0161.jpg,gym_to_caffe,beige,tidak,neutral
0162,img0162.jpg,gym_to_caffe,beige,tidak,neutral
0163,img0163.jpg,gym_to_caffe,beige,tidak,neutral
0164,img0164.jpg,gym_to_caffe,beige,tidak,neutral
0165,img0165.jpg,gym_to_caffe,beige,tidak,neutral
0166,img0166.jpg,gym_to_caffe,beige,tidak,neutral
0167,img0167.jpg,gym_to_caffe,beige,tidak,neutral
0168,img0168.jpg,gym_to_caffe,beige,tidak,neutral
0169,img0169.jpg,gym_to_caffe,beige,tidak,neutral
0170,img0170.jpg,gym_to_caffe,beige,tidak,neutral
0171,img0171.jpg,gym_to_caffe,beige,tidak,neutral
0172,img0172.jpg,gym_to_caffe,beige,tidak,neutral
0173,img0173.jpg,gym_to_caffe,beige,tidak,neutral
0174,img0174.jpg,gym_to_caffe,beige,tidak,neutral
0175,img0175.jpg,gym_to_caffe,beige,ya,neutral
0176,img0176.jpg,gym_to_caffe,beige,tidak,neutral
0177,img0177.jpg,gym_to_caffe,beige,tidak,neutral
0178,img0178.jpg,gym_to_caffe,beige,tidak,neutral
0179,img0179.jpg,gym_to_caffe,beige,tidak,neutral
0180,img0180.jpg,gym_to_caffe,beige,tidak,neutral
0181,img0181.jpg,gym_to_caffe,beige,tidak,neutral
0182,img0182.jpg,gym_to_caffe,beige,tidak,neutral
0183,img0183.jpg,gym_to_caffe,beige,tidak,neutral
0184,img0184.jpg,gym_to_caffe,beige,tidak,neutral
0185,img0185.jpg,gym_to_caffe,beige,tidak,neutral
0186,img0186.jpg,gym_to_caffe,beige,ya,neutral
0187,img0187.jpg,gym_to_caffe,beige,tidak,neutral
0188,img0188.jpg,gym_to_caffe,beige,ya,neutral
0189,img0189.jpg,gym_to_caffe,beige,tidak,neutral
0190,img0190.jpg,gym_to_caffe,beige,tidak,neutral
0191,img0191.jpg,gym_to_caffe,beige,tidak,neutral
0192,img0192.jpg,gym_to_caffe,beige,tidak,neutral
0193,img0193.jpg,gym_to_caffe,beige,tidak,neutral
0194,img0194.jpg,gym_to_caffe,beige,ya,neutral
0195,img0195.jpg,gym_to_caffe,beige,tidak,neutral
0196,img0196.jpg,gym_to_caffe,beige,tidak,neutral
0197,img0197.jpg,gym_to_caffe,beige,tidak,neutral
0198,img0198.jpg,gym_to_caffe,beige,tidak,neutral
0199,img0199.jpg,gym_to_caffe,beige,tidak,neutral
0200,img0200.jpg,gym_to_caffe,beige,tidak,neutral
0201,img0201.jpg,gym_to_caffe,beige,tidak,neutral
0202,img0202.jpg,gym_to_caffe,beige,tidak,neutral
0203,img0203.jpg,gym_to_caffe,beige,tidak,neutral
0204,img0204.jpg,gym_to_caffe,beige,tidak,neutral
0205,img0205.jpg,gym_to_caffe,beige,ya,neutral
0206,img0206.jpg,gym_to_caffe,beige,ya,neutral
0207,img0207.jpg,gym_to_caffe,beige,ya,neutral
0208,img0208.jpg,gym_to_caffe,beige,ya,neutral
0209,img0209.jpg,gym_to_caffe,beige,tidak,neutral
0210,img0210.jpg,gym_to_caffe,beige,ya,neutral
0211,img0211.jpg,gym_to_caffe,beige,tidak,neutral
0212,img0212.jpg,gym_to_caffe,beige,ya,neutral
0213,img0213.jpg,gym_to_caffe,beige,ya,neutral
0214,img0214.jpg,gym_to_caffe,beige,tidak,neutral
0215,img0215.jpg,gym_to_caffe,beige,tidak,neutral
0216,img0216.jpg,gym_to_caffe,beige,tidak,neutral
0217,img0217.jpg,gym_to_caffe,beige,tidak,neutral
0218,img0218.jpg,gym_to_caffe,beige,tidak,neutral
0219,img0219.jpg,gym_to_caffe,beige,ya,neutral
0220,img0220.jpg,gym_to_caffe,beige,tidak,neutral
0221,img0221.jpg,gym_to_caffe,beige,tidak,neutral
0222,img0222.jpg,gym_to_caffe,beige,ya,neutral
0223,img0223.jpg,gym_to_caffe,beige,ya,neutral
0224,img0224.jpg,gym_to_caffe,beige,tidak,neutral
0225,img0225.jpg,gym_to_caffe,beige,ya,neutral
0226,img0226.jpg,gym_to_caffe,beige,ya,neutral
0227,img0227.jpg,gym_to_caffe,beige,tidak,neutral
0228,img0228.jpg,gym_to_caffe,beige,tidak,neutral
0229,img0229.jpg,gym_to_caffe,beige,tidak,neutral
0230,img0230.jpg,gym_to_caffe,beige,tidak,neutral
0231,img0231.jpg,gym_to_caffe,beige,tidak,neutral
0232,img0232.jpg,gym_to_caffe,beige,ya,neutral
0233,img0233.jpg,gym_to_caffe,beige,ya,neutral
0234,img0234.jpg,gym_to_caffe,beige,tidak,neutral
0235,img0235.jpg,gym_to_caffe,beige,ya,neutral
0236,img0236.jpg,gym_to_caffe,beige,tidak,neutral
0237,img0237.jpg,gym_to_caffe,beige,tidak,neutral
0238,img0238.jpg,gym_to_caffe,beige,ya,neutral
0239,img0239.jpg,gym_to_caffe,beige,tidak,neutral
0240,img0240.jpg,gym_to_caffe,beige,ya,neutral
0241,img0241.jpg,gym_to_caffe,beige,ya,neutral
0242,img0242.jpg,gym_to_caffe,beige,tidak,neutral
0243,img0243.jpg,gym_to_caffe,beige,tidak,neutral
0244,img0244.jpg,gym_to_caffe,beige,ya,neutral
0245,img0245.jpg,gym_to_caffe,beige,tidak,neutral
0246,img0246.jpg,gym_to_caffe,beige,tidak,neutral
0247,img0247.jpg,gym_to_caffe,beige,tidak,neutral
0248,img0248.jpg,gym_to_caffe,beige,ya,neutral
0249,img0249.jpg,gym_to_caffe,beige,tidak,neutral
0252,img0252.jpg,hiking,beige,ya,neutral
0253,img0253.jpg,hiking,beige,tidak,neutral
0254,img0254.jpg,hiking,beige,tidak,neutral
0255,img0255.jpg,hiking,beige,tidak,neutral
0256,img0256.jpg,hiking,beige,tidak,neutral
0257,img0257.jpg,hiking,beige,tidak,neutral
0258,img0258.jpg,hiking,beige,tidak,neutral
0259,img0259.jpg,hiking,beige,tidak,neutral
0260,img0260.jpg,hiking,beige,tidak,neutral
0261,img0261.jpg,hiking,beige,tidak,neutral
0262,img0262.jpg,hiking,beige,tidak,neutral
0263,img0263.jpg,hiking,beige,tidak,neutral
0264,img0264.jpg,hiking,beige,tidak,neutral
0265,img0265.jpg,hiking,beige,ya,neutral
0266,img0266.jpg,hiking,beige,ya,neutral
0267,img0267.jpg,hiking,beige,tidak,neutral
0268,img0268.jpg,hiking,beige,ya,neutral
0269,img0269.jpg,hiking,beige,ya,neutral
0270,img0270.jpg,hiking,beige,ya,neutral
0271,img0271.jpg,hiking,beige,ya,neutral
0272,img0272.jpg,hiking,beige,tidak,neutral
0273,img0273.jpg,hiking,beige,ya,neutral
0274,img0274.jpg,hiking,beige,tidak,neutral
0275,img0275.jpg,hiking,beige,tidak,neutral
0276,img0276.jpg,hiking,beige,ya,neutral
0277,img0277.jpg,hiking,beige,tidak,neutral
0278,img0278.jpg,hiking,beige,tidak,neutral
0280,img0280.jpg,hiking,beige,tidak,neutral
0281,img0281.jpg,hiking,beige,tidak,neutral
0282,img0282.jpg,hiking,beige,tidak,neutral
0283,img0283.jpg,hiking,beige,ya,neutral
0284,img0284.jpg,hiking,beige,ya,neutral
0285,img0285.jpg,hiking,beige,tidak,neutral
0286,img0286.jpg,hiking,beige,ya,neutral
0287,img0287.jpg,hiking,beige,ya,neutral
0288,img0288.jpg,hiking,beige,tidak,neutral
0289,img0289.jpg,hiking,beige,tidak,neutral
0290,img0290.jpg,hiking,beige,tidak,neutral
0291,img0291.jpg,hiking,beige,ya,neutral
0292,img0292.jpg,hiking,beige,ya,neutral
0294,img0294.jpg,hiking,beige,ya,neutral
0295,img0295.jpg,hiking,beige,tidak,neutral
0297,img0297.jpg,hiking,beige,ya,neutral
0298,img0298.jpg,hiking,beige,tidak,neutral
0299,img0299.jpg,hiking,beige,ya,neutral
0300,img0300.jpg,smart_casual,beige,ya,neutral
0301,img0301.jpg,smart_casual,beige,ya,neutral
0302,img0302.jpg,smart_casual,beige,ya,neutral
0303,img0303.jpg,smart_casual,beige,ya,neutral
0304,img0304.jpg,smart_casual,beige,ya,neutral
0305,img0305.jpg,smart_casual,beige,ya,neutral
0306,img0306.jpg,smart_casual,beige,ya,neutral
0307,img0307.jpg,smart_casual,beige,tidak,neutral
0308,img0308.jpg,smart_casual,beige,tidak,neutral
0309,img0309.jpg,smart_casual,beige,tidak,neutral
0310,img0310.jpg,smart_casual,beige,tidak,neutral
0311,img0311.jpg,smart_casual,beige,tidak,neutral
0312,img0312.jpg,smart_casual,beige,tidak,neutral
0313,img0313.jpg,smart_casual,beige,tidak,neutral
0314,img0314.jpg,smart_casual,beige,tidak,neutral
0315,img0315.jpg,smart_casual,beige,ya,neutral
0316,img0316.jpg,smart_casual,beige,ya,neutral
0317,img0317.jpg,smart_casual,beige,tidak,neutral
0318,img0318.jpg,smart_casual,beige,ya,neutral
0319,img0319.jpg,smart_casual,beige,ya,neutral
0320,img0320.jpg,smart_casual,beige,tidak,neutral
0321,img0321.jpg,smart_casual,beige,ya,neutral
0322,img0322.jpg,smart_casual,beige,ya,neutral
0323,img0323.jpg,smart_casual,beige,ya,neutral
0324,img0324.jpg,smart_casual,beige,ya,neutral
0325,img0325.jpg,smart_casual,beige,tidak,neutral
0326,img0326.jpg,smart_casual,beige,ya,neutral
0328,img0328.jpg,smart_casual,beige,ya,neutral
0329,img0329.jpg,smart_casual,beige,ya,neutral
0330,img0330.jpg,smart_casual,beige,tidak,neutral
0331,img0331.jpg,smart_casual,beige,tidak,neutral
0332,img0332.jpg,smart_casual,beige,ya,neutral
0333,img0333.jpg,smart_casual,beige,ya,neutral
0334,img0334.jpg,smart_casual,beige,ya,neutral
0335,img0335.jpg,smart_casual,beige,tidak,neutral
0336,img0336.jpg,smart_casual,beige,ya,neutral
0337,img0337.jpg,smart_casual,beige,tidak,neutral
0338,img0338.jpg,smart_casual,beige,ya,neutral
0339,img0339.jpg,smart_casual,beige,ya,neutral
0340,img0340.jpg,smart_casual,beige,ya,neutral
0341,img0341.jpg,smart_casual,beige,tidak,neutral
0342,img0342.jpg,smart_casual,beige,ya,neutral
0343,img0343.jpg,smart_casual,beige,ya,neutral
0344,img0344.jpg,smart_casual,beige,tidak,neutral
0345,img0345.jpg,smart_casual,beige,tidak,neutral
0346,img0346.jpg,smart_casual,beige,ya,neutral
0347,img0347.jpg,smart_casual,beige,ya,neutral
0348,img0348.jpg,smart_casual,beige,tidak,neutral
0349,img0349.jpg,smart_casual,beige,tidak,neutral
0350,img0350.jpg,smart_casual,beige,ya,neutral
0351,img0351.jpg,smart_casual,beige,ya,neutral
0352,img0352.jpg,smart_casual,beige,ya,neutral
0353,img0353.jpg,smart_casual,beige,ya,neutral
0354,img0354.jpg,smart_casual,beige,ya,neutral
0355,img0355.jpg,smart_casual,beige,ya,neutral
0356,img0356.jpg,smart_casual,beige,ya,neutral
0357,img0357.jpg,smart_casual,beige,ya,neutral
0358,img0358.jpg,smart_casual,beige,ya,neutral
0360,img0360.jpg,smart_casual,beige,tidak,neutral
0361,img0361.jpg,smart_casual,beige,tidak,neutral
0362,img0362.jpg,smart_casual,beige,ya,neutral
0363,img0363.jpg,smart_casual,beige,ya,neutral
0364,img0364.jpg,smart_casual,beige,tidak,neutral
0365,img0365.jpg,smart_casual,beige,ya,neutral
0366,img0366.jpg,smart_casual,beige,tidak,neutral
0367,img0367.jpg,smart_casual,beige,tidak,neutral
0368,img0368.jpg,smart_casual,beige,tidak,neutral
0369,img0369.jpg,smart_casual,beige,tidak,neutral
0370,img0370.jpg,smart_casual,beige,tidak,neutral
0371,img0371.jpg,smart_casual,beige,tidak,neutral
0372,img0372.jpg,smart_casual,beige,tidak,neutral
0373,img0373.jpg,smart_casual,beige,ya,neutral
0374,img0374.jpg,smart_casual,beige,ya,neutral
0375,img0375.jpg,smart_casual,beige,tidak,neutral
0376,img0376.jpg,smart_casual,beige,tidak,neutral
0377,img0377.jpg,smart_casual,beige,tidak,neutral
0378,img0378.jpg,smart_casual,beige,ya,neutral
0379,img0379.jpg,smart_casual,beige,ya,neutral
0380,img0380.jpg,smart_casual,beige,ya,neutral
0381,img0381.jpg,smart_casual,beige,tidak,neutral
0382,img0382.jpg,smart_casual,beige,tidak,neutral
0383,img0383.jpg,smart_casual,beige,tidak,neutral
0384,img0384.jpg,smart_casual,beige,ya,neutral
0385,img0385.jpg,smart_casual,beige,ya,neutral
0386,img0386.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0387,img0387.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0388,img0388.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0389,img0389.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0390,img0390.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0391,img0391.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0392,img0392.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0393,img0393.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0394,img0394.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0395,img0395.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0396,img0396.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0397,img0397.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0399,img0399.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0400,img0400.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0402,img0402.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0403,img0403.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0404,img0404.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0405,img0405.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0406,img0406.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0407,img0407.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0410,img0410.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0412,img0412.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0413,img0413.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0414,img0414.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0415,img0415.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0416,img0416.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0417,img0417.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0418,img0418.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0420,img0420.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0422,img0422.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0423,img0423.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0424,img0424.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0425,img0425.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0427,img0427.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0428,img0428.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0429,img0429.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0430,img0430.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0431,img0431.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0432,img0432.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0433,img0433.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0434,img0434.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0435,img0435.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0436,img0436.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0437,img0437.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0438,img0438.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0439,img0439.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0440,img0440.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0441,img0441.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0442,img0442.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0443,img0443.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0444,img0444.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0445,img0445.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0446,img0446.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0447,img0447.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0448,img0448.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0449,img0449.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0450,img0450.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0451,img0451.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0452,img0452.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0453,img0453.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0454,img0454.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0455,img0455.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0456,img0456.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0457,img0457.jpg,coffee_shop_hopping,mustard_yellow,ya,warm
0458,img0458.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0459,img0459.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0460,img0460.jpg,coffee_shop_hopping,mustard_yellow,tidak,warm
0461,img0461.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0462,img0462.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0463,img0463.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0464,img0464.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0465,img0465.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0466,img0466.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0467,img0467.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0468,img0468.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0469,img0469.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0470,img0470.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0471,img0471.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0472,img0472.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0473,img0473.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0474,img0474.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0475,img0475.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0476,img0476.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0477,img0477.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0478,img0478.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0479,img0479.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0480,img0480.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0481,img0481.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0482,img0482.jpg,gym_to_caffe,mustard_yellow,tidak,warm
0483,img0483.jpg,gym_to_caffe,mustard_yellow,tidak,warm
